id,time,event,prttime,age,gpa,dblmaj
596,0.000135831,TRUE,1,17,3.1,0
597,2.18E-05,TRUE,1,17,3.3,0
598,1.77E-05,TRUE,0,17,2.4,1
599,2.56E-05,TRUE,0,18,3.3,0
600,0.000152977,TRUE,0,17,3.6,0
601,0.000351213,TRUE,1,17,2.2,0
602,0.000298507,TRUE,0,18,3.7,0
603,0.000295198,TRUE,0,17,3.1,0
604,7.99E-06,TRUE,0,19,2.7,0
605,8.93E-05,TRUE,0,17,1.4,0
606,2.31E-05,TRUE,0,18,3.7,1
607,0.000109585,TRUE,0,18,2,0
608,0.000403916,TRUE,1,18,3.3,1
609,0.000122729,TRUE,0,18,3.8,0
610,3.42E-06,TRUE,0,19,3.1,0
611,9.47E-05,TRUE,0,17,2.6,1
612,5.92E-05,TRUE,0,18,2.8,0
613,0.000949956,TRUE,1,17,3.6,0
614,0.000155785,TRUE,0,19,3.4,0
615,1.89E-05,TRUE,0,19,3.4,0
616,0.000148574,TRUE,1,18,2.5,0
617,8.45E-05,TRUE,0,21,3.4,0
618,2.95E-05,TRUE,0,19,3.4,0
619,2.69E-05,TRUE,0,18,2.8,0
620,8.10E-05,TRUE,0,17,2.2,0
621,0.000502373,TRUE,1,21,3.3,0
622,2.19E-05,TRUE,0,18,2,1
623,5.02E-06,TRUE,0,21,3.5,0
624,9.86E-05,TRUE,0,17,3.6,1
625,6.63E-05,TRUE,0,18,2.9,0
626,7.23E-05,TRUE,0,18,3,0
627,2.01E-05,TRUE,0,19,3.3,1
628,1.68E-05,TRUE,0,18,2.9,1
629,8.72E-05,TRUE,1,18,3.6,0
630,9.50E-05,FALSE,0,17,3,1
631,2.26E-05,TRUE,0,24,3.6,0
632,3.12E-05,TRUE,0,18,2.9,0
633,9.40E-05,TRUE,0,18,3.5,0
634,0.00021625,TRUE,0,20,3.3,0
635,0.000212086,TRUE,0,18,3.3,0
636,1.84E-05,TRUE,0,18,2.5,0
637,2.10E-05,TRUE,0,18,2.8,0
638,0.000210523,FALSE,1,18,2.8,0
639,3.11E-05,FALSE,0,20,3.1,0
640,4.91E-05,TRUE,0,17,3.1,0
641,3.61E-05,TRUE,0,18,3.2,0
642,3.13E-05,TRUE,0,18,3.8,0
643,8.30E-05,TRUE,0,19,2.8,0
644,0.000133535,TRUE,0,18,3.1,0
645,0.000182461,TRUE,0,20,3.4,1
646,4.64E-05,TRUE,0,19,3.1,0
647,0.000167308,TRUE,0,19,3.3,0
648,0.000183486,TRUE,0,18,3.5,1
649,1.68E-05,TRUE,0,19,2.5,0
650,2.12E-05,TRUE,0,17,3.7,0
651,0.001490652,TRUE,1,17,3,0
652,9.51E-05,TRUE,0,17,3.1,1
653,0.00025893,TRUE,1,18,3.2,0
654,3.58E-06,TRUE,0,19,3.4,0
655,0.000948659,TRUE,1,18,2.6,0
656,6.73E-05,TRUE,0,19,2.5,0
657,2.86E-05,TRUE,0,18,2.9,0
658,4.49E-05,TRUE,0,18,3.6,0
659,5.73E-05,TRUE,0,18,3.2,0
660,8.56E-06,TRUE,0,18,3.1,0
661,1.50E-05,TRUE,0,18,3.5,0
662,0.000303604,TRUE,1,20,3.5,0
663,5.21E-05,TRUE,1,18,2.1,0
664,8.97E-06,FALSE,0,19,3.4,0
665,0.00021202,TRUE,0,17,3.2,1
666,0.001903669,TRUE,1,17,3.1,0
667,2.66E-05,TRUE,0,18,3.3,0
668,0.0008698,TRUE,1,17,2.4,0
669,3.01E-05,TRUE,0,18,3.2,0
670,6.02E-05,TRUE,0,20,3.7,0
671,1.18E-05,TRUE,0,17,3.6,0
672,8.08E-05,TRUE,0,17,3.2,1
673,2.59E-05,TRUE,1,18,3.4,0
674,6.61E-05,TRUE,0,20,3.5,0
675,5.92E-05,TRUE,0,18,3.4,1
676,6.84E-06,TRUE,0,20,3.3,0
677,1.90E-05,TRUE,0,18,3,0
678,2.86E-05,TRUE,1,18,3.4,0
679,6.33E-05,TRUE,0,19,3,0
680,8.60E-05,TRUE,0,18,2.9,0
681,9.89E-05,TRUE,0,17,3.5,0
682,3.60E-05,TRUE,0,17,3.5,0
683,4.65E-05,TRUE,0,22,3.4,0
684,0.000114883,TRUE,0,17,3.7,0
685,5.88E-05,TRUE,0,18,3.7,0
686,0.000125321,TRUE,0,20,3.4,0
687,4.77E-05,TRUE,0,18,3.3,0
688,0.000103551,TRUE,0,21,3.4,0
689,0.000304816,TRUE,1,17,3.5,0
690,1.62E-05,TRUE,0,17,3.5,0
691,0.000198272,TRUE,0,18,1.9,0
692,7.22E-05,TRUE,1,18,3.2,0
693,1.58E-05,TRUE,0,18,3.1,0
694,5.18E-05,TRUE,0,18,3.7,0
695,6.56E-05,TRUE,0,17,3.3,0
696,2.51E-05,TRUE,0,18,3.6,0
697,0.001327264,TRUE,1,19,3.3,0
698,0.000105133,TRUE,0,18,3.7,1
699,1.44E-05,TRUE,0,18,3.3,0
700,8.68E-05,TRUE,0,17,3,1
701,6.53E-05,TRUE,0,19,3.4,1
702,3.21E-05,TRUE,0,18,3.4,0
703,2.02E-06,TRUE,0,18,2.9,0
704,7.79E-05,TRUE,0,17,3.4,0
705,2.40E-05,TRUE,0,18,3.2,0
706,0.000105251,TRUE,0,17,2.5,0
707,7.48E-05,TRUE,0,17,3.5,0
708,1.82E-05,TRUE,0,17,3.1,0
709,9.75E-06,TRUE,0,17,3.2,1
710,0.000444487,FALSE,1,19,2.7,0
711,2.94E-05,TRUE,0,17,2.7,0
712,1.85E-05,TRUE,0,24,3.2,0
713,0.000108527,FALSE,1,18,0.8,0
714,7.31E-05,TRUE,0,19,2.7,0
715,7.63E-05,TRUE,0,18,3.7,0
716,7.14E-05,TRUE,1,20,3.6,0
717,0.000217134,TRUE,1,18,3.4,1
718,1.33E-06,TRUE,0,28,3.1,0
719,0.000125564,TRUE,0,18,2.5,1
720,0.000111044,TRUE,1,19,3.5,0
721,0.000257132,TRUE,0,18,3.3,0
722,2.13E-05,TRUE,0,21,3.2,0
723,7.65E-05,TRUE,0,18,3.8,0
724,0.000495487,TRUE,1,19,3,1
725,0.000101998,TRUE,0,19,3.2,0
726,0.000746246,FALSE,1,17,3.4,0
727,5.45E-05,TRUE,0,18,2.9,0
728,4.65E-05,TRUE,0,18,2.7,0
729,7.73E-05,FALSE,1,18,3.5,1
730,3.32E-05,TRUE,0,18,3.5,1
731,6.30E-05,TRUE,0,18,3.6,0
732,3.20E-05,TRUE,0,20,3,0
733,0.00027548,TRUE,1,21,2.4,0
734,0.000152252,TRUE,0,18,3.2,1
735,0.000615359,TRUE,1,17,3.3,0
736,0.000138221,TRUE,0,22,3.8,0
737,9.87E-05,TRUE,0,19,2.9,1
738,3.91E-06,TRUE,0,18,2.6,1
739,4.11E-05,TRUE,0,19,3.2,0
740,2.19E-05,TRUE,0,18,3,0
741,1.73E-05,TRUE,0,19,3.2,0
742,0.000101895,TRUE,0,18,3.1,0
743,9.84E-05,TRUE,0,18,2.9,1
744,6.99E-05,TRUE,0,17,3.5,0
745,0.000147616,TRUE,0,18,2.6,1
746,4.61E-05,TRUE,0,18,2.5,1
747,0.000132602,TRUE,1,17,2.6,0
748,2.06E-05,TRUE,0,18,3.1,0
749,0.000265618,TRUE,1,21,1.8,0
750,0.000123461,TRUE,1,18,3.3,0
751,3.10E-05,TRUE,0,18,3.3,0
752,6.53E-05,TRUE,0,17,3.3,0
753,0.000723436,TRUE,1,21,2.5,0
754,0.000228295,TRUE,0,17,3.6,0
755,3.67E-05,TRUE,1,20,3.4,0
756,5.39E-05,TRUE,0,21,2.8,0
757,6.84E-07,TRUE,0,18,2.8,0
758,5.26E-05,TRUE,0,18,2.8,0
759,1.18E-05,TRUE,0,17,3.3,0
760,4.08E-05,TRUE,0,18,3.1,0
761,7.71E-06,TRUE,0,20,2.6,0
762,0.000110746,TRUE,0,18,3,0
763,1.62E-06,FALSE,1,18,2.5,0
764,2.16E-05,TRUE,0,19,3,0
765,0.000269351,TRUE,0,17,2.8,0
766,7.46E-06,TRUE,0,19,3.4,0
767,0.000905856,TRUE,1,20,3.6,1
768,3.06E-05,TRUE,0,17,3.2,0
769,0.00033862,TRUE,1,25,3.7,0
770,0.00015216,TRUE,1,17,3.7,0
771,0.000123342,TRUE,0,22,2.7,0
772,8.18E-05,TRUE,0,17,3.2,0
773,2.77E-05,TRUE,0,20,3.5,0
774,1.76E-05,TRUE,0,33,1.9,0
775,4.09E-05,TRUE,0,18,3.5,0
776,2.32E-05,TRUE,0,18,2.9,0
777,0.000425014,TRUE,1,21,2.4,0
778,8.31E-07,TRUE,0,24,3.2,0
779,0.000226781,TRUE,0,19,2.5,0
780,0.000200273,TRUE,0,17,3,1
781,0.000169437,TRUE,0,18,3,1
782,1.98E-05,TRUE,0,18,3.2,1
783,4.30E-06,TRUE,0,17,3,0
784,3.24E-05,TRUE,0,18,3.8,0
785,0.000115501,TRUE,0,19,3.8,0
786,0.000424995,TRUE,0,17,2.8,0
787,0.000167095,TRUE,0,22,3.5,0
788,3.43E-05,TRUE,0,20,3.9,0
789,0.000179825,TRUE,0,17,2.6,0
790,6.66E-06,TRUE,0,19,3.1,0
791,0.000330644,TRUE,1,19,2.8,0
792,5.45E-05,TRUE,0,17,3.2,1
793,1.52E-05,TRUE,0,19,3.4,0
794,7.35E-06,TRUE,0,17,3.2,0
795,5.77E-05,TRUE,0,18,3.5,0
796,9.79E-06,TRUE,0,21,3,0
797,6.89E-06,TRUE,0,17,3.4,0
798,0.000883368,FALSE,1,17,3.1,0
799,0.000191042,TRUE,0,18,3.3,0
800,0.000305148,TRUE,0,20,3.5,1
801,1.13E-05,TRUE,0,18,2.7,0
802,9.82E-05,TRUE,0,18,3.6,0
803,6.06E-05,TRUE,0,17,3.1,0
804,0.000122551,TRUE,0,18,3.2,0
805,3.16E-05,TRUE,0,18,3.4,0
806,7.32E-05,TRUE,0,17,3.3,1
807,2.37E-05,TRUE,0,21,3.3,0
808,1.05E-05,TRUE,0,19,2.6,0
809,1.73E-05,TRUE,0,28,3.2,0
810,1.44E-05,TRUE,0,21,3.7,0
811,9.59E-05,TRUE,0,19,3.2,0
812,2.71E-06,TRUE,0,17,3.3,1
813,0.000254938,TRUE,1,19,2.9,1
814,3.86E-05,TRUE,0,22,2.6,0
815,0.000277865,TRUE,0,19,3.8,0
816,3.79E-05,TRUE,0,18,3.7,0
817,9.06E-06,TRUE,0,18,2.7,0
818,1.56E-05,TRUE,0,18,3.5,1
819,2.85E-05,TRUE,0,18,2.4,1
820,5.09E-05,TRUE,0,20,3.3,0
821,8.65E-05,TRUE,0,17,2.4,0
822,3.30E-06,TRUE,0,32,3.5,0
823,8.46E-05,TRUE,1,21,2.9,0
824,1.99E-05,TRUE,0,19,2.9,0
825,1.97E-05,TRUE,0,19,3.2,0
826,0.000170737,TRUE,0,18,2.1,0
827,1.18E-06,TRUE,0,19,3.2,0
828,1.10E-06,TRUE,0,17,2.8,0
829,5.24E-05,TRUE,0,17,3.4,0
830,1.64E-06,TRUE,0,21,3.3,0
831,1.04E-05,TRUE,0,19,2.5,0
832,0.000339267,TRUE,1,17,3.4,0
833,3.96E-05,TRUE,0,20,3.1,0
834,0.000107861,TRUE,1,20,2.6,0
835,1.99E-06,TRUE,0,22,3.2,0
836,1.16E-05,TRUE,1,19,3.5,1
837,0.000224916,TRUE,0,18,2.4,0
838,0.000331502,TRUE,1,17,2.8,0
839,2.42E-05,TRUE,0,17,2.8,1
840,0.000369828,TRUE,1,18,3.1,1
841,2.95E-05,TRUE,0,18,3.2,0
842,0.00057819,TRUE,1,18,2.8,1
843,1.93E-05,TRUE,0,19,3.1,0
844,1.79E-05,TRUE,1,18,3.2,0
845,4.31E-06,TRUE,0,19,2.6,0
846,1.40E-05,TRUE,0,17,2.2,1
847,0.000927725,TRUE,1,17,2.9,0
848,1.45E-05,TRUE,0,18,3.6,0
849,0.001339141,TRUE,1,20,2.8,0
850,0.000261854,TRUE,1,19,2.9,0
851,7.84E-05,TRUE,0,18,3.7,0
852,2.56E-06,TRUE,0,17,3,0
853,4.57E-05,TRUE,0,19,3.7,1
854,0.000154448,TRUE,1,17,3,0
855,0.000129614,TRUE,0,18,2.6,0
856,0.000484666,TRUE,1,17,3.2,0
857,4.17E-05,TRUE,0,18,3.7,0
858,0.000185029,TRUE,0,18,3.4,1
859,0.000531874,TRUE,1,18,2.9,0
860,4.73E-05,TRUE,0,18,2.8,0
861,2.55E-05,TRUE,0,17,3.2,0
862,0.000726871,TRUE,1,20,3.3,0
863,5.67E-05,TRUE,0,19,2.4,1
864,4.75E-05,TRUE,0,17,3,0
865,0.000184508,TRUE,0,18,3.2,0
866,7.17E-05,TRUE,0,17,3,0
867,4.54E-06,TRUE,0,21,3.4,0
868,0.001404718,TRUE,1,18,3.6,0
869,0.000654644,TRUE,1,18,2.8,1
870,0.000352089,TRUE,0,17,3.6,1
871,7.34E-05,TRUE,0,19,3.6,0
872,0.000131952,TRUE,0,17,3.3,0
873,0.000148242,TRUE,0,17,2.5,0
874,1.77E-05,TRUE,0,29,3.5,0
875,3.80E-05,TRUE,0,18,3.5,0
876,2.86E-05,TRUE,1,23,3.6,0
877,1.31E-05,TRUE,0,17,2.9,1
878,0.000489759,TRUE,1,18,3,0
879,3.62E-05,TRUE,0,19,3.3,0
880,0.000281568,TRUE,1,18,3.1,0
881,5.42E-05,TRUE,0,17,3,0
882,1.01E-05,TRUE,0,17,2.8,1
883,5.64E-05,TRUE,0,20,3.1,0
884,4.48E-06,TRUE,0,18,1.4,1
885,8.18E-06,TRUE,0,28,3.2,0
886,1.70E-05,TRUE,0,17,3.3,0
887,0.000120888,TRUE,0,17,3.6,0
888,0.001523773,TRUE,1,17,3.1,0
889,0.00015319,TRUE,0,19,3.7,1
890,4.58E-06,TRUE,0,18,3.6,0
891,2.35E-06,TRUE,0,18,3.3,0
892,0.000168905,TRUE,0,18,2,0
893,0.00103191,TRUE,1,19,2.8,0
894,1.15E-06,TRUE,0,23,2.7,0
895,5.61E-05,TRUE,0,18,3.4,0
896,3.56E-06,TRUE,0,17,3.3,0
897,1.31E-05,TRUE,0,25,3.3,0
898,4.03E-05,TRUE,0,30,2.2,0
899,2.21E-05,TRUE,0,22,2.8,0
900,4.73E-05,TRUE,0,18,2.8,0
901,0.000121895,TRUE,0,18,3.5,1
902,0.000119947,TRUE,0,17,2.6,1
903,0.000154153,TRUE,0,19,3,1
904,0.000152001,TRUE,0,18,3.1,0
905,4.26E-05,TRUE,1,17,3.1,0
906,7.92E-06,TRUE,0,18,2.8,0
907,3.77E-05,TRUE,0,22,3.1,0
908,0.000387853,FALSE,1,20,2.9,0
909,0.000121449,TRUE,0,17,3.4,1
910,0.000574035,TRUE,1,18,3.8,0
911,2.38E-05,TRUE,0,18,2.7,1
912,0.000109473,TRUE,0,19,3.5,1
913,0.001372946,TRUE,1,19,3.2,0
914,4.66E-05,TRUE,0,18,2.7,0
915,0.000284049,TRUE,0,17,3.4,0
916,1.70E-05,TRUE,0,23,2.2,0
917,8.83E-06,TRUE,0,18,3.3,0
918,4.72E-05,TRUE,0,17,3.6,0
919,8.50E-05,TRUE,0,18,2.7,0
920,3.18E-05,TRUE,0,21,3.3,1
921,0.000128345,TRUE,0,17,2.8,0
922,8.60E-05,TRUE,0,18,2.6,0
923,0.000627282,TRUE,1,17,3,0
924,0.000133538,TRUE,0,17,3,0
925,7.73E-07,TRUE,0,17,3.3,0
926,4.34E-05,TRUE,0,18,3.4,0
927,9.04E-05,TRUE,0,20,3,0
928,0.000139572,TRUE,0,20,3.3,0
929,0.000162741,TRUE,1,17,3.3,0
930,3.25E-05,TRUE,0,18,2.6,0
931,3.19E-05,TRUE,0,17,3.5,0
932,7.27E-05,TRUE,0,17,2.5,1
933,6.73E-05,TRUE,0,18,3.4,0
934,2.31E-05,TRUE,0,20,3.6,0
935,1.72E-05,TRUE,0,17,3.6,0
936,0.000701773,TRUE,1,19,3,0
937,4.92E-05,TRUE,0,17,3.2,0
938,2.63E-05,TRUE,0,19,2.7,0
939,5.67E-05,TRUE,0,18,3.3,0
940,0.000242571,TRUE,0,18,3.4,0
941,1.57E-05,TRUE,0,18,1.4,0
942,2.20E-05,TRUE,0,18,3.1,0
943,2.66E-05,TRUE,0,17,3.6,0
944,0.000676067,TRUE,1,21,2.6,0
945,0.000103123,TRUE,0,19,3.4,1
946,2.14E-05,TRUE,0,18,3.3,0
947,0.001067699,TRUE,1,18,3.3,0
948,2.93E-05,TRUE,0,20,3.3,1
949,0.000262805,TRUE,0,18,3.5,0
950,2.96E-05,TRUE,0,21,3.1,0
951,2.90E-06,TRUE,0,18,3.3,0
952,5.23E-05,TRUE,0,17,2.9,0
953,0.00012387,TRUE,0,17,3.6,0
954,2.21E-05,TRUE,0,26,3.5,0
955,0.000116664,TRUE,0,25,3.6,1
956,1.83E-06,TRUE,0,19,3.3,0
957,1.01E-05,TRUE,0,17,2.8,0
958,0.00010544,TRUE,0,18,3.7,1
959,1.69E-05,TRUE,0,20,3,0
960,1.61E-05,TRUE,0,17,3.1,0
961,0.000355049,FALSE,1,18,3.3,1
962,0.000137368,TRUE,0,21,2.5,1
963,0.000101275,TRUE,0,18,3.1,1
964,3.48E-06,TRUE,0,17,3.2,1
965,3.78E-05,TRUE,0,18,3.6,0
966,9.44E-06,TRUE,1,19,3.5,0
967,7.23E-05,TRUE,0,20,3.1,0
968,2.68E-05,TRUE,0,28,2.8,0
969,1.58E-06,TRUE,0,19,2.8,0
970,6.03E-05,TRUE,0,19,3.8,0
971,2.13E-05,TRUE,0,19,2.9,0
972,3.86E-05,TRUE,0,17,2.2,0
973,0.000261081,TRUE,0,17,3.4,1
974,6.95E-05,TRUE,0,18,3.3,1
975,6.68E-05,TRUE,0,18,3.1,0
976,0.000137016,TRUE,0,17,3.7,1
977,7.52E-06,TRUE,1,22,3.5,1
978,0.000193879,TRUE,1,17,3.7,0
979,4.19E-05,TRUE,0,22,3.2,0
980,0.000120085,TRUE,0,17,2.9,1
981,6.36E-06,TRUE,0,18,3.4,0
982,8.84E-05,TRUE,0,20,3.3,0
983,4.10E-05,TRUE,0,17,3.3,0
984,0.000312347,TRUE,1,21,2.3,0
985,0.00089785,TRUE,1,17,2.4,0
986,0.000190562,TRUE,0,17,3.1,0
987,8.96E-05,TRUE,0,17,2.1,0
988,3.00E-05,TRUE,0,18,3.3,0
989,0.000550761,TRUE,1,17,3.4,1
990,2.43E-05,TRUE,1,20,3.6,0
991,7.06E-05,TRUE,0,18,3,0
992,0.000345705,FALSE,1,17,2.9,0
993,0.000636138,TRUE,1,18,2.8,0
994,5.36E-05,TRUE,0,18,2.9,0
995,8.04E-05,TRUE,0,18,2.2,0
996,8.70E-05,TRUE,0,17,3.1,1
997,0.000149407,TRUE,0,17,3.1,0
998,7.69E-06,TRUE,0,17,3.3,0
999,9.88E-05,TRUE,1,17,3.1,0
1000,5.46E-05,TRUE,0,18,3.1,0
1001,0.000101288,TRUE,0,17,3,0
1002,0.000183283,TRUE,0,17,3.9,0
1003,4.05E-05,TRUE,0,18,3.3,0
1004,4.81E-06,TRUE,0,18,3.4,0
1005,7.19E-06,TRUE,0,19,3.8,0
1006,3.09E-05,TRUE,0,19,2.9,0
1007,0.000160337,TRUE,0,18,3.6,0
1008,0.000841859,TRUE,1,18,3.1,1
1009,6.55E-05,TRUE,0,17,3.5,1
1010,9.81E-06,TRUE,0,18,2.2,0
1011,8.93E-07,TRUE,0,18,2.6,1
1012,0.000254201,TRUE,1,18,3.1,0
1013,3.11E-05,TRUE,0,18,3.5,0
1014,3.71E-05,TRUE,0,17,3.6,0
1015,2.98E-05,TRUE,0,18,3.5,0
1016,8.19E-05,TRUE,0,17,2.8,0
1017,4.59E-06,TRUE,0,18,3.6,0
1018,0.000266982,TRUE,0,18,2.8,1
1019,5.77E-06,TRUE,0,17,3.3,1
1020,4.21E-06,TRUE,0,18,2.8,0
1021,5.19E-06,TRUE,0,24,3.2,0
1022,0.000214097,TRUE,0,18,3.8,0
1023,2.61E-05,TRUE,0,18,3.7,0
1024,0.001359146,TRUE,1,18,3.7,0
1025,1.26E-05,TRUE,0,21,3.3,0
1026,6.70E-06,TRUE,0,19,3.7,0
1027,1.75E-05,TRUE,0,18,3.3,1
1028,1.32E-05,TRUE,0,18,2.8,1
1029,0.00016546,TRUE,0,18,3.3,0
1030,3.78E-05,TRUE,0,27,3.3,0
1031,0.000342538,TRUE,1,20,2.8,0
1032,8.37E-05,TRUE,0,18,3.4,1
1033,4.61E-05,TRUE,0,17,3,0
1034,0.000100819,TRUE,0,18,3.4,0
1035,0.000357777,TRUE,1,18,2.9,0
1036,2.48E-05,TRUE,0,18,1.8,0
1037,0.000875702,TRUE,1,18,3.3,1
1038,5.34E-05,TRUE,0,17,2.3,0
1039,6.91E-05,TRUE,0,18,3.3,0
1040,2.37E-05,TRUE,0,34,3.3,0
1041,1.16E-05,TRUE,0,17,3.1,0
1042,2.71E-05,TRUE,0,18,3.4,0
1043,8.22E-05,TRUE,0,18,2.9,0
1044,0.000275984,TRUE,1,19,3.4,0
1045,2.90E-05,TRUE,0,19,3.3,0
1046,4.66E-05,TRUE,0,18,3.6,0
1047,4.86E-05,TRUE,0,17,3.4,0
1048,4.31E-05,TRUE,0,18,3.7,0
1049,4.00E-05,TRUE,0,19,3.3,0
1050,2.52E-05,TRUE,0,18,2.9,0
1051,1.14E-06,TRUE,0,18,3.1,0
1052,0.000148288,TRUE,0,18,2.8,1
1053,9.81E-06,TRUE,0,17,3.4,0
1054,0.000319005,TRUE,1,17,3.2,0
1055,1.90E-05,TRUE,0,17,3.1,0
1056,7.03E-05,TRUE,0,21,1.6,1
1057,0.001318363,TRUE,1,18,3.5,0
1058,3.24E-05,TRUE,0,35,3.6,0
1059,0.000111547,TRUE,0,19,3.2,0
1060,3.45E-05,TRUE,0,17,3.3,0
1061,0.000113559,TRUE,1,17,2.9,1
1062,1.60E-05,TRUE,0,18,3.3,0
1063,3.41E-05,TRUE,0,17,3,0
1064,0.000547559,FALSE,1,20,3.1,0
1065,8.28E-05,TRUE,0,18,2.9,1
1066,2.73E-05,TRUE,0,20,2.8,0
1067,0.000295204,TRUE,1,18,2.8,0
1068,8.89E-05,TRUE,0,21,3.6,0
1069,0.000120571,TRUE,0,18,3.7,0
1070,3.39E-05,TRUE,0,18,2.9,0
1071,6.75E-05,TRUE,0,19,3.6,0
1072,8.88E-05,TRUE,0,17,2.9,1
1073,0.000225534,TRUE,0,18,3.4,1
1074,7.58E-05,TRUE,0,19,3.4,1
1075,1.55E-05,TRUE,0,19,3.3,0
1076,5.28E-05,TRUE,1,18,3.8,1
1077,1.75E-05,TRUE,0,25,3.2,0
1078,0.000732718,TRUE,1,25,3.4,1
1079,3.40E-05,TRUE,0,18,3.5,0
1080,2.48E-06,TRUE,0,18,2.9,0
1081,1.53E-05,TRUE,0,18,3.3,1
1082,0.000130491,TRUE,0,18,3.3,1
1083,7.00E-05,TRUE,0,18,3.7,0
1084,1.56E-05,TRUE,0,17,2.9,0
1085,8.22E-05,TRUE,0,18,3.7,0
1086,5.38E-05,TRUE,0,18,3.1,1
1087,1.89E-06,TRUE,0,19,3.3,0
1088,7.64E-06,TRUE,0,23,3.2,0
1089,0.000106413,TRUE,1,19,3.4,0
1090,0.000712206,TRUE,1,17,3.2,0
1091,1.95E-05,TRUE,0,21,3.6,0
1092,2.38E-05,TRUE,0,17,3.4,0
1093,9.86E-05,TRUE,0,29,3,0
1094,0.000587515,TRUE,1,17,3.7,1
1095,1.93E-05,TRUE,0,19,2.8,0
1096,3.39E-05,TRUE,0,17,3,0
1097,2.71E-05,TRUE,0,20,2.8,0
1098,5.21E-05,TRUE,0,17,3.1,0
1099,0.000279369,TRUE,1,18,3.4,0
1100,0.000232401,TRUE,0,18,3,1
1101,0.000118965,TRUE,0,18,2.9,1
1102,1.40E-05,TRUE,1,17,3,0
1103,1.85E-05,TRUE,0,18,3.4,0
1104,4.21E-06,TRUE,0,20,3.6,0
1105,8.72E-05,TRUE,0,18,3.3,0
1106,7.38E-06,TRUE,0,19,3.5,0
1107,7.86E-05,TRUE,0,17,3.4,0
1108,1.78E-05,TRUE,0,22,3.4,0
1109,7.82E-05,TRUE,0,17,3,1
1110,5.19E-07,TRUE,0,17,2.6,1
1111,5.84E-05,TRUE,0,20,3.8,1
1112,0.000232555,TRUE,1,18,2.7,0
1113,8.42E-05,TRUE,1,19,2.4,0
1114,2.00E-06,TRUE,0,18,3.4,0
1115,1.73E-05,TRUE,0,18,3.5,0
1116,0.001446538,TRUE,1,18,2.9,0
1117,1.65E-06,TRUE,0,18,2.6,0
1118,9.52E-05,TRUE,0,23,3.6,1
1119,8.17E-05,TRUE,0,17,2.7,0
1120,2.83E-06,TRUE,0,18,3.1,0
1121,4.34E-06,TRUE,0,17,3.5,0
1122,7.02E-05,TRUE,0,18,3.1,0
1123,1.89E-05,TRUE,0,18,3.6,0
1124,4.37E-06,TRUE,0,21,3.4,1
1125,7.13E-06,TRUE,0,18,2.9,0
1126,8.33E-05,TRUE,0,18,3.1,0
1127,5.96E-05,TRUE,0,18,3.7,0
1128,0.000164203,TRUE,0,18,2.7,0
1129,7.54E-05,TRUE,0,20,2.8,0
1130,7.13E-06,TRUE,0,18,3.4,0
1131,0.000201458,TRUE,0,17,3.1,0
1132,2.02E-05,TRUE,0,18,3.6,1
1133,9.32E-05,TRUE,0,19,3.6,0
1134,1.06E-05,TRUE,0,17,3,0
1135,2.13E-05,TRUE,0,18,2.2,0
1136,0.001052723,TRUE,1,18,3.5,0
1137,0.000122479,TRUE,0,17,3,1
1138,0.000181326,TRUE,1,19,3.4,0
1139,0.000524536,TRUE,1,19,3.6,0
1140,6.01E-06,TRUE,1,20,3.8,0
1141,0.000230243,TRUE,0,18,2.9,1
1142,3.05E-05,TRUE,0,18,3.7,1
1143,1.15E-05,TRUE,0,19,3.7,0
1144,2.45E-05,TRUE,0,18,3.1,0
1145,0.000399097,TRUE,1,18,3.3,1
1146,1.06E-05,TRUE,0,18,3.6,0
1147,0.000345092,TRUE,1,19,3.1,0
1148,0.001197276,TRUE,1,18,3.8,0
1149,0.000675139,TRUE,1,18,3.6,1
1150,0.000334094,TRUE,1,17,2.2,1
1151,0.00015513,TRUE,0,18,3.2,0
1152,1.04E-05,TRUE,0,17,1.4,1
1153,6.79E-05,TRUE,0,21,3.3,0
1154,1.24E-06,TRUE,0,18,3.1,0
1155,0.000291013,TRUE,1,18,3.4,0
1156,6.08E-05,TRUE,0,18,3.1,0
1157,0.001160959,TRUE,1,18,2.7,1
1158,5.64E-06,TRUE,0,26,3.3,1
1159,5.07E-05,TRUE,0,21,3.4,0
1160,9.02E-05,TRUE,0,18,2.9,0
1161,7.78E-05,FALSE,0,17,3.3,0
1162,2.66E-05,TRUE,1,21,3.4,1
1163,0.000172394,TRUE,0,22,3,1
1164,8.64E-05,TRUE,1,18,2.7,0
1165,0.000215373,FALSE,1,18,3.3,1
1166,0.000167404,TRUE,0,18,2.8,0
1167,0.000205906,TRUE,0,17,2.9,0
1168,0.000153647,TRUE,0,18,3.2,0
1169,0.000132254,TRUE,0,18,2.3,0
1170,0.00031584,TRUE,0,19,3.3,1
1171,1.17E-05,TRUE,0,20,3.8,1
1172,3.70E-05,TRUE,0,20,3.1,0
1173,9.33E-05,TRUE,0,20,2.4,0
1174,0.00022981,TRUE,0,17,2.2,0
1175,9.65E-05,TRUE,0,18,2.9,0
1176,2.65E-05,TRUE,0,17,3.3,0
1177,8.14E-05,FALSE,0,17,3.7,0
1178,3.99E-05,TRUE,1,17,3.3,0
1179,5.00E-05,TRUE,0,17,3.7,0
1180,5.53E-05,TRUE,0,26,3.2,0
1181,5.57E-05,TRUE,0,17,3.6,0
